type,entry_price,entry_time,entry_strike,entry_btc,entry_rsi,entry_bin,entry_seconds_remaining,entry_rsi_upper,entry_rsi_lower,exit_price,exit_time,exit_btc,pnl,exit_reason,expired_itm,date,distance_bin,time_bin,volatility_bin,win,hour,entry_price_bin,rsi_bin
PUT,0.12,2025-12-31 09:25:43,88517.59,88560.2,94.16666666636249,40-80|5m-4m|10-20,257,70,30,0.0,2025-12-31 09:30:00,88560.1,-0.12,EXPIRATION,False,2025-12-31,40-80,5m-4m,10-20,False,9,0.1-0.2,90-100
CALL,0.43,2025-12-31 09:30:22,88569.97,88542.0,3.3333333333135613,20-40|15m-13m|30-40,878,65,50,0.47,2025-12-31 09:31:53,,0.03999999999999998,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,30-40,True,9,0.4-0.5,0-10
PUT,0.53,2025-12-31 09:31:53,88569.97,88552.6,97.29729729714849,10-20|15m-13m|10-20,787,65,50,0.61,2025-12-31 09:34:44,,0.07999999999999996,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,True,9,0.5-0.6,90-100
CALL,0.39,2025-12-31 09:34:44,88569.97,88552.2,4.411764705728146,10-20|11m-10m|0-10,616,80,35,0.47,2025-12-31 09:36:03,,0.07999999999999996,RSI_SIGNAL,,2025-12-31,10-20,11m-10m,0-10,True,9,0.3-0.4,0-10
PUT,0.53,2025-12-31 09:36:03,88569.97,88574.2,98.6725663716062,1-5|9m-8m|20-30,537,90,25,0.38,2025-12-31 09:37:07,,-0.15000000000000002,RSI_SIGNAL,,2025-12-31,1-5,9m-8m,20-30,False,9,0.5-0.6,90-100
CALL,0.62,2025-12-31 09:37:07,88569.97,88567.2,16.498316498331334,1-5|8m-7m|30-40,473,95,20,0.74,2025-12-31 09:37:46,,0.12,RSI_SIGNAL,,2025-12-31,1-5,8m-7m,30-40,True,9,0.6-0.7,10-20
PUT,0.26,2025-12-31 09:37:46,88569.97,88590.0,96.70781892986174,20-40|8m-7m|20-30,434,95,20,0.07,2025-12-31 09:40:05,,-0.19,RSI_SIGNAL,,2025-12-31,20-40,8m-7m,20-30,False,9,0.2-0.3,90-100
CALL,0.93,2025-12-31 09:40:05,88569.97,88626.2,4.040404040077405,40-80|5m-4m|20-30,295,95,5,1.0,2025-12-31 09:45:00,88616.4,0.06999999999999995,EXPIRATION,True,2025-12-31,40-80,5m-4m,20-30,True,9,0.9-1.0,0-10
PUT,0.55,2025-12-31 09:45:42,88616.4,88616.5,98.46153846166935,0-1|15m-13m|0-10,858,95,5,0.36,2025-12-31 09:49:41,,-0.19000000000000006,RSI_SIGNAL,,2025-12-31,0-1,15m-13m,0-10,False,9,0.5-0.6,90-100
CALL,0.64,2025-12-31 09:49:41,88616.4,88640.3,4.716981132079368,20-40|11m-10m|10-20,619,95,5,0.71,2025-12-31 09:51:12,,0.06999999999999995,RSI_SIGNAL,,2025-12-31,20-40,11m-10m,10-20,True,9,0.6-0.7,0-10
PUT,0.29,2025-12-31 09:51:12,88616.4,88640.0,97.22222222214587,20-40|9m-8m|20-30,528,95,5,0.04,2025-12-31 09:57:19,,-0.24999999999999997,RSI_SIGNAL,,2025-12-31,20-40,9m-8m,20-30,False,9,0.2-0.3,90-100
CALL,0.96,2025-12-31 09:57:19,88616.4,88656.3,2.34604105584863,20-40|3m-2m|30-40,161,95,10,0.97,2025-12-31 09:57:56,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,20-40,3m-2m,30-40,True,9,0.9-1.0,0-10
PUT,0.03,2025-12-31 09:57:56,88616.4,88670.2,95.4248366010635,40-80|3m-2m|30-40,124,95,10,0.01,2025-12-31 09:58:35,,-0.019999999999999997,RSI_SIGNAL,,2025-12-31,40-80,3m-2m,30-40,False,9,0.0-0.1,90-100
PUT,0.55,2025-12-31 10:00:38,88630.3,88643.0,95.6834532371796,10-20|15m-13m|10-20,862,95,10,0.31,2025-12-31 10:03:19,,-0.24000000000000005,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,False,10,0.5-0.6,90-100
CALL,0.69,2025-12-31 10:03:19,88630.3,88675.0,10.526315789957408,40-80|13m-11m|0-10,701,95,25,0.74,2025-12-31 10:06:40,,0.050000000000000044,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,0-10,True,10,0.6-0.7,10-20
PUT,0.26,2025-12-31 10:06:40,88630.3,88697.3,98.2107355863807,40-80|9m-8m|40-60,500,95,35,0.23,2025-12-31 10:07:33,,-0.03,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,40-60,False,10,0.2-0.3,90-100
CALL,0.77,2025-12-31 10:07:33,88630.3,88696.5,33.333333332409396,40-80|8m-7m|20-30,447,95,35,0.64,2025-12-31 10:08:50,,-0.13,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,20-30,False,10,0.7-0.8,30-40
PUT,0.36,2025-12-31 10:08:50,88630.3,88666.6,95.96774193548671,20-40|7m-6m|40-60,370,95,35,0.0,2025-12-31 10:15:00,88767.0,-0.36,EXPIRATION,False,2025-12-31,20-40,7m-6m,40-60,False,10,0.3-0.4,90-100
PUT,0.51,2025-12-31 10:15:41,88767.0,88784.7,97.0037453182896,10-20|15m-13m|20-30,859,95,30,0.51,2025-12-31 10:17:45,,0.0,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,20-30,False,10,0.5-0.6,90-100
CALL,0.49,2025-12-31 10:17:45,88767.0,88784.3,12.643678160219721,10-20|13m-11m|0-10,735,95,20,0.47,2025-12-31 10:19:02,,-0.020000000000000018,RSI_SIGNAL,,2025-12-31,10-20,13m-11m,0-10,False,10,0.4-0.5,10-20
PUT,0.53,2025-12-31 10:19:02,88767.0,88790.0,98.23321554765376,20-40|11m-10m|30-40,658,95,10,0.66,2025-12-31 10:25:42,,0.13,RSI_SIGNAL,,2025-12-31,20-40,11m-10m,30-40,True,10,0.5-0.6,90-100
CALL,0.34,2025-12-31 10:25:42,88767.0,88745.9,3.90243902459801,20-40|5m-4m|40-60,258,95,5,0.28,2025-12-31 10:27:30,,-0.06,RSI_SIGNAL,,2025-12-31,20-40,5m-4m,40-60,False,10,0.3-0.4,0-10
PUT,0.72,2025-12-31 10:27:30,88767.0,88744.1,96.69811320781687,20-40|3m-2m|30-40,150,95,5,0.9,2025-12-31 10:28:04,,0.18000000000000005,RSI_SIGNAL,,2025-12-31,20-40,3m-2m,30-40,True,10,0.7-0.8,90-100
CALL,0.1,2025-12-31 10:28:04,88767.0,88726.6,4.188481675057588,40-80|120s-90s|20-30,116,95,5,0.0,2025-12-31 10:30:00,88735.4,-0.1,EXPIRATION,False,2025-12-31,40-80,120s-90s,20-30,False,10,0.0-0.1,0-10
CALL,0.24,2025-12-31 10:33:54,88735.4,88663.0,3.6585365855606256,40-80|13m-11m|20-30,666,95,5,0.2,2025-12-31 10:34:46,,-0.03999999999999998,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,20-30,False,10,0.2-0.3,0-10
PUT,0.8,2025-12-31 10:34:46,88735.4,88667.4,90.74074074029161,40-80|11m-10m|0-10,614,90,10,0.86,2025-12-31 10:36:06,,0.05999999999999994,RSI_SIGNAL,,2025-12-31,40-80,11m-10m,0-10,True,10,0.7-0.8,90-100
CALL,0.14,2025-12-31 10:36:06,88735.4,88642.0,10.248447205046133,80-160|9m-8m|20-30,534,90,15,0.01,2025-12-31 10:42:01,,-0.13,RSI_SIGNAL,,2025-12-31,80-160,9m-8m,20-30,False,10,0.1-0.2,10-20
PUT,0.5,2025-12-31 10:46:15,88722.49,88722.1,98.26989619386937,0-1|15m-13m|20-30,825,95,5,0.42,2025-12-31 10:48:48,,-0.08000000000000002,RSI_SIGNAL,,2025-12-31,0-1,15m-13m,20-30,False,10,0.4-0.5,90-100
CALL,0.58,2025-12-31 10:48:48,88722.49,88731.6,4.854368932299465,5-10|13m-11m|30-40,672,95,5,0.61,2025-12-31 10:49:41,,0.030000000000000027,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,30-40,True,10,0.5-0.6,0-10
PUT,0.39,2025-12-31 10:49:41,88722.49,88740.3,95.7894736839848,10-20|11m-10m|0-10,619,95,5,0.42,2025-12-31 10:49:52,,0.02999999999999997,RSI_SIGNAL,,2025-12-31,10-20,11m-10m,0-10,True,10,0.3-0.4,90-100
CALL,0.58,2025-12-31 10:49:52,88722.49,88731.5,4.210526316015205,5-10|11m-10m|0-10,608,95,5,0.55,2025-12-31 10:50:47,,-0.029999999999999916,RSI_SIGNAL,,2025-12-31,5-10,11m-10m,0-10,False,10,0.5-0.6,0-10
PUT,0.45,2025-12-31 10:50:47,88722.49,88720.0,95.89041095895736,1-5|10m-9m|30-40,553,95,5,0.49,2025-12-31 10:51:50,,0.03999999999999998,RSI_SIGNAL,,2025-12-31,1-5,10m-9m,30-40,True,10,0.4-0.5,90-100
CALL,0.51,2025-12-31 10:51:50,88722.49,88720.0,4.70588235319093,1-5|9m-8m|10-20,490,95,5,0.28,2025-12-31 10:57:02,,-0.22999999999999998,RSI_SIGNAL,,2025-12-31,1-5,9m-8m,10-20,False,10,0.5-0.6,0-10
PUT,0.45,2025-12-31 11:04:56,88812.51,88827.5,97.0954356847152,10-20|11m-10m|40-60,604,95,5,0.23,2025-12-31 11:07:43,,-0.22,RSI_SIGNAL,,2025-12-31,10-20,11m-10m,40-60,False,11,0.4-0.5,90-100
CALL,0.77,2025-12-31 11:07:43,88812.51,88858.9,12.500000000041766,40-80|8m-7m|40-60,437,80,20,0.86,2025-12-31 11:09:26,,0.08999999999999997,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,40-60,True,11,0.7-0.8,10-20
PUT,0.14,2025-12-31 11:09:26,88812.51,88880.0,92.98245614035592,40-80|6m-5m|30-40,334,70,30,0.15,2025-12-31 11:10:39,,0.009999999999999981,RSI_SIGNAL,,2025-12-31,40-80,6m-5m,30-40,True,11,0.1-0.2,90-100
CALL,0.85,2025-12-31 11:10:39,88812.51,88869.8,29.710144927510555,40-80|5m-4m|40-60,261,65,35,0.96,2025-12-31 11:11:51,,0.10999999999999999,RSI_SIGNAL,,2025-12-31,40-80,5m-4m,40-60,True,11,0.8-0.9,20-30
PUT,0.04,2025-12-31 11:11:51,88812.51,88897.5,82.50591016538175,80-160|4m-3m|40-60,189,65,35,0.01,2025-12-31 11:12:44,,-0.03,RSI_SIGNAL,,2025-12-31,80-160,4m-3m,40-60,False,11,0.0-0.1,80-90
CALL,0.95,2025-12-31 11:14:38,88812.51,88823.3,1.9047619047799316,10-20|30s-20s|60-90,22,80,35,1.0,2025-12-31 11:15:00,88832.0,0.050000000000000044,EXPIRATION,True,2025-12-31,10-20,30s-20s,60-90,True,11,0.9-1.0,0-10
CALL,0.35,2025-12-31 11:15:20,88832.55,88800.9,23.30226364849794,20-40|15m-13m|60-90,880,80,35,0.3,2025-12-31 11:17:53,,-0.04999999999999999,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,60-90,False,11,0.3-0.4,20-30
PUT,0.7,2025-12-31 11:17:53,88832.55,88792.5,97.04433497534333,40-80|13m-11m|10-20,727,95,20,0.75,2025-12-31 11:20:10,,0.050000000000000044,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,10-20,True,11,0.6-0.7,90-100
CALL,0.25,2025-12-31 11:20:10,88832.55,88794.1,2.5735294118063905,20-40|10m-9m|30-40,590,95,10,0.2,2025-12-31 11:22:35,,-0.04999999999999999,RSI_SIGNAL,,2025-12-31,20-40,10m-9m,30-40,False,11,0.2-0.3,0-10
PUT,0.8,2025-12-31 11:22:35,88832.55,88792.7,95.40229885093615,20-40|8m-7m|20-30,445,95,5,0.01,2025-12-31 11:28:53,,-0.79,RSI_SIGNAL,,2025-12-31,20-40,8m-7m,20-30,False,11,0.7-0.8,90-100
CALL,0.41,2025-12-31 11:36:12,88910.0,88893.8,6.976744186046503,10-20|9m-8m|60-90,528,75,25,0.42,2025-12-31 11:36:59,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,10-20,9m-8m,60-90,True,11,0.4-0.5,0-10
PUT,0.58,2025-12-31 11:36:59,88910.0,88903.8,82.69230769229424,5-10|9m-8m|20-30,481,75,25,0.56,2025-12-31 11:39:11,,-0.019999999999999907,RSI_SIGNAL,,2025-12-31,5-10,9m-8m,20-30,False,11,0.5-0.6,80-90
CALL,0.44,2025-12-31 11:39:11,88910.0,88901.9,28.73345935729894,5-10|6m-5m|30-40,349,70,40,0.51,2025-12-31 11:40:00,,0.07,RSI_SIGNAL,,2025-12-31,5-10,6m-5m,30-40,True,11,0.4-0.5,20-30
PUT,0.49,2025-12-31 11:40:00,88910.0,88912.6,86.62420382169678,1-5|6m-5m|40-60,300,70,40,0.41,2025-12-31 11:40:52,,-0.08000000000000002,RSI_SIGNAL,,2025-12-31,1-5,6m-5m,40-60,False,11,0.4-0.5,80-90
CALL,0.59,2025-12-31 11:40:52,88910.0,88919.7,3.478260869575678,5-10|5m-4m|30-40,248,70,40,0.98,2025-12-31 11:43:50,,0.39,RSI_SIGNAL,,2025-12-31,5-10,5m-4m,30-40,True,11,0.5-0.6,0-10
PUT,0.04,2025-12-31 11:43:58,88910.0,88960.2,95.23809523800037,40-80|90s-60s|40-60,62,85,25,0.0,2025-12-31 11:45:00,88991.0,-0.04,EXPIRATION,False,2025-12-31,40-80,90s-60s,40-60,False,11,0.0-0.1,90-100
CALL,0.25,2025-12-31 11:49:46,88993.22,88939.7,3.9999999997858,40-80|11m-10m|20-30,614,95,5,0.14,2025-12-31 11:55:22,,-0.10999999999999999,RSI_SIGNAL,,2025-12-31,40-80,11m-10m,20-30,False,11,0.2-0.3,0-10
PUT,0.86,2025-12-31 11:55:22,88993.22,88938.1,95.45454545453042,40-80|5m-4m|10-20,278,95,5,0.89,2025-12-31 11:57:30,,0.030000000000000027,RSI_SIGNAL,,2025-12-31,40-80,5m-4m,10-20,True,11,0.8-0.9,90-100
CALL,0.11,2025-12-31 11:57:30,88993.22,88944.7,3.2863849767031894,40-80|3m-2m|10-20,150,95,5,0.02,2025-12-31 11:59:30,,-0.09,RSI_SIGNAL,,2025-12-31,40-80,3m-2m,10-20,False,11,0.1-0.2,0-10
PUT,0.61,2025-12-31 11:59:38,88993.22,88999.8,98.33610648930188,5-10|30s-20s|60-90,22,95,5,1.0,2025-12-31 12:00:00,88976.2,0.39,EXPIRATION,True,2025-12-31,5-10,30s-20s,60-90,True,11,0.6-0.7,90-100
PUT,0.71,2025-12-31 12:06:57,88983.29,88915.6,95.11568123387988,40-80|9m-8m|60-90,483,95,5,0.77,2025-12-31 12:07:32,,0.06000000000000005,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,60-90,True,12,0.7-0.8,90-100
CALL,0.23,2025-12-31 12:07:32,88983.29,88911.0,7.407407407766712,40-80|8m-7m|30-40,448,90,10,0.31,2025-12-31 12:07:48,,0.07999999999999999,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,30-40,True,12,0.2-0.3,0-10
PUT,0.69,2025-12-31 12:07:48,88983.29,88934.9,98.38056680152783,40-80|8m-7m|30-40,432,90,10,0.68,2025-12-31 12:10:07,,-0.009999999999999898,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,30-40,False,12,0.6-0.7,90-100
CALL,0.32,2025-12-31 12:10:07,88983.29,88956.1,8.490566038155464,20-40|5m-4m|20-30,293,90,10,0.29,2025-12-31 12:11:33,,-0.030000000000000027,RSI_SIGNAL,,2025-12-31,20-40,5m-4m,20-30,False,12,0.3-0.4,0-10
PUT,0.71,2025-12-31 12:11:33,88983.29,88956.0,92.6174496642283,20-40|4m-3m|10-20,207,90,10,0.89,2025-12-31 12:12:59,,0.18000000000000005,RSI_SIGNAL,,2025-12-31,20-40,4m-3m,10-20,True,12,0.7-0.8,90-100
CALL,0.11,2025-12-31 12:12:59,88983.29,88940.0,2.281368821419008,40-80|3m-2m|30-40,121,90,10,0.0,2025-12-31 12:15:00,88918.1,-0.11,EXPIRATION,False,2025-12-31,40-80,3m-2m,30-40,False,12,0.1-0.2,0-10
PUT,0.42,2025-12-31 12:15:23,88918.1,88937.6,90.46052631569059,10-20|15m-13m|20-30,877,90,5,0.48,2025-12-31 12:15:53,,0.06,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,20-30,True,12,0.4-0.5,90-100
CALL,0.52,2025-12-31 12:15:53,88918.1,88924.1,3.4482758622558265,5-10|15m-13m|20-30,847,90,5,0.75,2025-12-31 12:18:36,,0.22999999999999998,RSI_SIGNAL,,2025-12-31,5-10,15m-13m,20-30,True,12,0.5-0.6,0-10
PUT,0.25,2025-12-31 12:18:36,88918.1,88974.0,96.31336405516387,40-80|13m-11m|20-30,684,95,5,0.28,2025-12-31 12:19:04,,0.030000000000000027,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,20-30,True,12,0.2-0.3,90-100
CALL,0.72,2025-12-31 12:19:04,88918.1,88956.0,4.5454545456950655,20-40|11m-10m|20-30,656,95,5,0.81,2025-12-31 12:21:05,,0.09000000000000008,RSI_SIGNAL,,2025-12-31,20-40,11m-10m,20-30,True,12,0.7-0.8,0-10
PUT,0.19,2025-12-31 12:21:05,88918.1,88967.2,97.00598802419734,40-80|9m-8m|10-20,535,95,5,0.34,2025-12-31 12:22:07,,0.15000000000000002,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,10-20,True,12,0.1-0.2,90-100
CALL,0.66,2025-12-31 12:22:07,88918.1,88944.1,2.7777777777136095,20-40|8m-7m|20-30,473,95,5,0.59,2025-12-31 12:24:52,,-0.07000000000000006,RSI_SIGNAL,,2025-12-31,20-40,8m-7m,20-30,False,12,0.6-0.7,0-10
PUT,0.41,2025-12-31 12:24:52,88918.1,88928.6,97.52066115711624,10-20|6m-5m|20-30,308,95,5,0.48,2025-12-31 12:27:15,,0.07,RSI_SIGNAL,,2025-12-31,10-20,6m-5m,20-30,True,12,0.4-0.5,90-100
CALL,0.52,2025-12-31 12:27:15,88918.1,88917.7,3.5087719300126707,0-1|3m-2m|10-20,165,95,5,0.0,2025-12-31 12:30:00,88915.8,-0.52,EXPIRATION,False,2025-12-31,0-1,3m-2m,10-20,False,12,0.5-0.6,0-10
PUT,0.36,2025-12-31 12:31:03,88915.8,88943.3,96.28099173550514,20-40|15m-13m|20-30,837,95,5,0.73,2025-12-31 12:36:37,,0.37,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,20-30,True,12,0.3-0.4,90-100
CALL,0.27,2025-12-31 12:36:37,88915.8,88878.0,2.777777777835311,20-40|9m-8m|40-60,503,95,5,0.0,2025-12-31 12:45:00,88804.0,-0.27,EXPIRATION,False,2025-12-31,20-40,9m-8m,40-60,False,12,0.2-0.3,0-10
CALL,0.54,2025-12-31 12:45:51,88805.73,88804.5,4.018912529481796,1-5|15m-13m|30-40,849,95,5,0.65,2025-12-31 12:47:02,,0.10999999999999999,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,30-40,True,12,0.5-0.6,0-10
PUT,0.35,2025-12-31 12:47:02,88805.73,88832.8,97.40259740260353,20-40|13m-11m|40-60,778,90,5,0.43,2025-12-31 12:48:01,,0.08000000000000002,RSI_SIGNAL,,2025-12-31,20-40,13m-11m,40-60,True,12,0.3-0.4,90-100
CALL,0.57,2025-12-31 12:48:01,88805.73,88811.2,3.8297872337342653,5-10|13m-11m|20-30,719,85,5,0.56,2025-12-31 12:50:19,,-0.009999999999999898,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,20-30,False,12,0.5-0.6,0-10
PUT,0.44,2025-12-31 12:50:19,88805.73,88802.9,75.75757575864478,1-5|10m-9m|10-20,581,75,5,0.75,2025-12-31 12:53:07,,0.31,RSI_SIGNAL,,2025-12-31,1-5,10m-9m,10-20,True,12,0.4-0.5,70-80
CALL,0.25,2025-12-31 12:53:07,88805.73,88755.3,4.954954955096682,40-80|7m-6m|20-30,413,90,5,0.13,2025-12-31 12:56:04,,-0.12,RSI_SIGNAL,,2025-12-31,40-80,7m-6m,20-30,False,12,0.2-0.3,0-10
PUT,0.87,2025-12-31 12:56:04,88805.73,88744.8,95.85798816545935,40-80|4m-3m|30-40,236,95,5,1.0,2025-12-31 13:00:00,88746.1,0.13,EXPIRATION,True,2025-12-31,40-80,4m-3m,30-40,True,12,0.8-0.9,90-100
PUT,0.34,2025-12-31 13:01:23,88747.42,88772.8,97.52475247538412,20-40|15m-13m|30-40,817,95,5,0.55,2025-12-31 13:02:10,,0.21000000000000002,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,30-40,True,13,0.3-0.4,90-100
CALL,0.45,2025-12-31 13:02:10,88747.42,88720.0,3.1700288184005956,20-40|13m-11m|60-90,770,90,10,0.63,2025-12-31 13:03:19,,0.18,RSI_SIGNAL,,2025-12-31,20-40,13m-11m,60-90,True,13,0.4-0.5,0-10
PUT,0.37,2025-12-31 13:03:19,88747.42,88759.6,96.5299684542843,10-20|13m-11m|40-60,701,85,15,0.14,2025-12-31 13:08:08,,-0.22999999999999998,RSI_SIGNAL,,2025-12-31,10-20,13m-11m,40-60,False,13,0.3-0.4,90-100
CALL,0.86,2025-12-31 13:08:08,88747.42,88796.7,32.504780114720944,40-80|7m-6m|20-30,412,85,40,0.63,2025-12-31 13:09:37,,-0.22999999999999998,RSI_SIGNAL,,2025-12-31,40-80,7m-6m,20-30,False,13,0.8-0.9,30-40
