type,entry_price,entry_time,entry_strike,entry_btc,entry_rsi,entry_bin,entry_seconds_remaining,entry_rsi_upper,entry_rsi_lower,exit_price,exit_time,exit_btc,pnl,exit_reason,expired_itm,date,distance_bin,time_bin,volatility_bin,win,hour,entry_price_bin,rsi_bin
PUT,0.37,2025-12-31 13:09:37,88747.42,88753.3,93.75000000007958,5-10|6m-5m|40-60,323,90,45,0.34,2025-12-31 13:10:10,,-0.02999999999999997,RSI_SIGNAL,,2025-12-31,5-10,6m-5m,40-60,False,13,0.3-0.4,90-100
CALL,0.66,2025-12-31 13:10:10,88747.42,88753.1,49.710982658964156,5-10|5m-4m|40-60,290,95,50,0.8,2025-12-31 13:11:00,,0.14,RSI_SIGNAL,,2025-12-31,5-10,5m-4m,40-60,True,13,0.6-0.7,40-50
PUT,0.2,2025-12-31 13:11:00,88747.42,88777.2,97.20930232562011,20-40|5m-4m|20-30,240,95,50,0.27,2025-12-31 13:11:22,,0.07,RSI_SIGNAL,,2025-12-31,20-40,5m-4m,20-30,True,13,0.1-0.2,90-100
CALL,0.73,2025-12-31 13:11:22,88747.42,88764.0,36.69724770643488,10-20|4m-3m|20-30,218,95,50,0.92,2025-12-31 13:12:28,,0.19000000000000006,RSI_SIGNAL,,2025-12-31,10-20,4m-3m,20-30,True,13,0.7-0.8,30-40
PUT,0.08,2025-12-31 13:12:28,88747.42,88776.6,96.11111111090361,20-40|3m-2m|10-20,152,95,45,0.0,2025-12-31 13:15:00,88784.3,-0.08,EXPIRATION,False,2025-12-31,20-40,3m-2m,10-20,False,13,0.0-0.1,90-100
PUT,0.41,2025-12-31 13:15:31,88790.09,88799.4,95.20958083806872,5-10|15m-13m|10-20,869,95,30,0.45,2025-12-31 13:16:15,,0.040000000000000036,RSI_SIGNAL,,2025-12-31,5-10,15m-13m,10-20,True,13,0.4-0.5,90-100
CALL,0.55,2025-12-31 13:16:15,88790.09,88773.8,2.0114942527454645,10-20|15m-13m|30-40,825,95,25,0.54,2025-12-31 13:17:01,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,30-40,False,13,0.5-0.6,0-10
PUT,0.46,2025-12-31 13:17:01,88790.09,88793.9,98.01324503314035,1-5|13m-11m|40-60,779,95,25,0.14,2025-12-31 13:23:29,,-0.32,RSI_SIGNAL,,2025-12-31,1-5,13m-11m,40-60,False,13,0.4-0.5,90-100
CALL,0.86,2025-12-31 13:23:29,88790.09,88821.0,2.2580645162540947,20-40|7m-6m|30-40,391,95,5,0.9,2025-12-31 13:26:25,,0.040000000000000036,RSI_SIGNAL,,2025-12-31,20-40,7m-6m,30-40,True,13,0.8-0.9,0-10
PUT,0.1,2025-12-31 13:26:25,88790.09,88829.9,95.87628865970875,20-40|4m-3m|10-20,215,95,5,0.04,2025-12-31 13:28:57,,-0.060000000000000005,RSI_SIGNAL,,2025-12-31,20-40,4m-3m,10-20,False,13,0.0-0.1,90-100
CALL,0.96,2025-12-31 13:28:57,88790.09,88812.5,1.9027484144828577,20-40|90s-60s|40-60,63,95,5,1.0,2025-12-31 13:30:00,88812.5,0.040000000000000036,EXPIRATION,True,2025-12-31,20-40,90s-60s,40-60,True,13,0.9-1.0,0-10
CALL,0.33,2025-12-31 13:30:22,88816.44,88774.2,1.7632241812822826,40-80|15m-13m|30-40,878,95,5,0.03,2025-12-31 13:40:21,,-0.30000000000000004,RSI_SIGNAL,,2025-12-31,40-80,15m-13m,30-40,False,13,0.3-0.4,0-10
PUT,0.97,2025-12-31 13:40:21,88816.44,88734.8,97.16312056722072,80-160|5m-4m|10-20,279,95,5,0.98,2025-12-31 13:41:15,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,80-160,5m-4m,10-20,True,13,0.9-1.0,90-100
PUT,0.96,2025-12-31 13:42:04,88816.44,88755.5,98.56850715738328,40-80|3m-2m|40-60,176,95,5,1.0,2025-12-31 13:45:00,88764.1,0.040000000000000036,EXPIRATION,True,2025-12-31,40-80,3m-2m,40-60,True,13,0.9-1.0,90-100
PUT,0.45,2025-12-31 13:46:06,88767.82,88770.3,98.29059829050261,1-5|15m-13m|20-30,834,95,5,0.44,2025-12-31 13:47:28,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,20-30,False,13,0.4-0.5,90-100
CALL,0.56,2025-12-31 13:47:28,88767.82,88770.9,1.604278074880881,1-5|13m-11m|30-40,752,95,5,0.69,2025-12-31 13:48:37,,0.1299999999999999,RSI_SIGNAL,,2025-12-31,1-5,13m-11m,30-40,True,13,0.5-0.6,0-10
PUT,0.31,2025-12-31 13:48:37,88767.82,88795.3,96.21621621645006,20-40|13m-11m|20-30,683,95,5,0.0,2025-12-31 14:00:00,88968.6,-0.31,EXPIRATION,False,2025-12-31,20-40,13m-11m,20-30,False,13,0.3-0.4,90-100
CALL,0.49,2025-12-31 14:00:49,88968.6,88959.6,9.82142857126152,5-10|15m-13m|10-20,851,95,15,0.56,2025-12-31 14:01:54,,0.07000000000000006,RSI_SIGNAL,,2025-12-31,5-10,15m-13m,10-20,True,14,0.4-0.5,0-10
PUT,0.44,2025-12-31 14:01:54,88968.6,88988.9,97.2222222223657,20-40|15m-13m|30-40,786,90,20,0.48,2025-12-31 14:02:32,,0.03999999999999998,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,30-40,True,14,0.4-0.5,90-100
CALL,0.52,2025-12-31 14:02:32,88968.6,88962.2,4.4217687077171774,5-10|13m-11m|30-40,748,85,25,0.67,2025-12-31 14:03:18,,0.15000000000000002,RSI_SIGNAL,,2025-12-31,5-10,13m-11m,30-40,True,14,0.5-0.6,0-10
PUT,0.33,2025-12-31 14:03:18,88968.6,89010.8,85.71428571425815,40-80|13m-11m|40-60,702,80,25,0.54,2025-12-31 14:06:53,,0.21000000000000002,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,40-60,True,14,0.3-0.4,80-90
CALL,0.46,2025-12-31 14:06:53,88968.6,88953.4,21.33072407050767,10-20|9m-8m|30-40,487,80,25,0.46,2025-12-31 14:08:05,,0.0,RSI_SIGNAL,,2025-12-31,10-20,9m-8m,30-40,False,14,0.4-0.5,20-30
PUT,0.54,2025-12-31 14:08:05,88968.6,88954.0,97.70318021188659,10-20|7m-6m|60-90,415,80,15,0.0,2025-12-31 14:15:00,89111.5,-0.54,EXPIRATION,False,2025-12-31,10-20,7m-6m,60-90,False,14,0.5-0.6,90-100
PUT,0.66,2025-12-31 14:18:54,89111.6,89062.2,97.1279373369787,40-80|13m-11m|40-60,666,95,5,0.89,2025-12-31 14:22:10,,0.22999999999999998,RSI_SIGNAL,,2025-12-31,40-80,13m-11m,40-60,True,14,0.6-0.7,90-100
CALL,0.11,2025-12-31 14:22:10,89111.6,88978.1,6.282722512810182,80-160|8m-7m|10-20,470,80,20,0.03,2025-12-31 14:23:19,,-0.08,RSI_SIGNAL,,2025-12-31,80-160,8m-7m,10-20,False,14,0.1-0.2,0-10
PUT,0.97,2025-12-31 14:23:19,89111.6,88962.7,83.62068965487285,80-160|7m-6m|20-30,401,75,25,0.96,2025-12-31 14:23:56,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,80-160,7m-6m,20-30,False,14,0.9-1.0,80-90
CALL,0.04,2025-12-31 14:23:56,89111.6,88960.2,22.22222222276119,80-160|7m-6m|10-20,364,70,30,0.03,2025-12-31 14:24:39,,-0.010000000000000002,RSI_SIGNAL,,2025-12-31,80-160,7m-6m,10-20,False,14,0.0-0.1,20-30
PUT,0.97,2025-12-31 14:24:39,89111.6,88987.9,80.48245614023695,80-160|6m-5m|30-40,321,70,30,0.98,2025-12-31 14:25:52,,0.010000000000000009,RSI_SIGNAL,,2025-12-31,80-160,6m-5m,30-40,True,14,0.9-1.0,80-90
PUT,0.53,2025-12-31 14:32:44,88926.8,88905.7,72.65689798174401,20-40|13m-11m|120-240,736,70,30,0.98,2025-12-31 14:40:05,,0.44999999999999996,RSI_SIGNAL,,2025-12-31,20-40,13m-11m,120-240,True,14,0.5-0.6,70-80
CALL,0.38,2025-12-31 14:45:20,88628.4,88520.0,25.974683544305265,80-160|15m-13m|90-120,880,65,45,0.11,2025-12-31 14:49:01,,-0.27,RSI_SIGNAL,,2025-12-31,80-160,15m-13m,90-120,False,14,0.3-0.4,20-30
PUT,0.89,2025-12-31 14:49:01,88628.4,88328.4,59.13286713285807,160-320|11m-10m|90-120,659,55,25,1.0,2025-12-31 15:00:00,0.0,0.10999999999999999,EXPIRATION,True,2025-12-31,160-320,11m-10m,90-120,True,14,0.8-0.9,50-60
CALL,0.63,2025-12-31 15:52:58,87997.24,88023.1,16.146993318443734,20-40|8m-7m|60-90,422,75,20,0.48,2025-12-31 15:54:23,,-0.15000000000000002,RSI_SIGNAL,,2025-12-31,20-40,8m-7m,60-90,False,15,0.6-0.7,10-20
PUT,0.52,2025-12-31 15:54:23,87997.24,88005.2,94.85861182519203,5-10|6m-5m|40-60,337,65,25,1.0,2025-12-31 16:00:00,87907.4,0.48,EXPIRATION,True,2025-12-31,5-10,6m-5m,40-60,True,15,0.5-0.6,90-100
PUT,0.8,2025-12-31 16:11:13,87907.3,87833.0,75.80071174372682,40-80|4m-3m|30-40,227,75,5,1.0,2025-12-31 16:15:00,87870.0,0.19999999999999996,EXPIRATION,True,2025-12-31,40-80,4m-3m,30-40,True,16,0.7-0.8,70-80
PUT,0.25,2025-12-31 16:50:44,87411.4,87498.0,66.80376028201196,80-160|10m-9m|60-90,556,65,30,0.27,2025-12-31 16:51:49,,0.020000000000000018,RSI_SIGNAL,,2025-12-31,80-160,10m-9m,60-90,True,16,0.2-0.3,60-70
CALL,0.73,2025-12-31 16:51:49,87411.4,87479.3,30.122324159032914,40-80|9m-8m|60-90,491,65,35,0.85,2025-12-31 16:52:09,,0.12,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,60-90,True,16,0.7-0.8,30-40
PUT,0.15,2025-12-31 16:52:09,87411.4,87538.0,72.08619000977703,80-160|8m-7m|40-60,471,65,35,0.2,2025-12-31 16:52:46,,0.05000000000000002,RSI_SIGNAL,,2025-12-31,80-160,8m-7m,40-60,True,16,0.1-0.2,70-80
CALL,0.8,2025-12-31 16:52:46,87411.4,87500.0,35.341830822725115,80-160|8m-7m|60-90,434,70,40,0.89,2025-12-31 16:54:05,,0.08999999999999997,RSI_SIGNAL,,2025-12-31,80-160,8m-7m,60-90,True,16,0.7-0.8,30-40
PUT,0.11,2025-12-31 16:54:05,87411.4,87550.0,81.57181571811803,80-160|6m-5m|60-90,355,75,40,0.13,2025-12-31 16:54:43,,0.020000000000000004,RSI_SIGNAL,,2025-12-31,80-160,6m-5m,60-90,True,16,0.1-0.2,80-90
CALL,0.87,2025-12-31 16:54:43,87411.4,87509.3,34.71385542170043,80-160|6m-5m|60-90,317,80,40,0.98,2025-12-31 16:56:53,,0.10999999999999999,RSI_SIGNAL,,2025-12-31,80-160,6m-5m,60-90,True,16,0.8-0.9,30-40
CALL,0.56,2025-12-31 17:04:18,87606.26,87616.1,10.828025477918345,5-10|11m-10m|20-30,642,95,25,0.07,2025-12-31 17:10:39,,-0.49000000000000005,RSI_SIGNAL,,2025-12-31,5-10,11m-10m,20-30,False,17,0.5-0.6,10-20
PUT,0.93,2025-12-31 17:10:39,87606.26,87493.8,71.44549763030562,80-160|5m-4m|40-60,261,65,25,1.0,2025-12-31 17:15:00,87483.5,0.06999999999999995,EXPIRATION,True,2025-12-31,80-160,5m-4m,40-60,True,17,0.9-1.0,70-80
PUT,0.43,2025-12-31 17:16:15,87483.6,87494.5,79.67097532313706,10-20|15m-13m|40-60,825,75,5,0.24,2025-12-31 17:24:07,,-0.19,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,40-60,False,17,0.4-0.5,70-80
CALL,0.76,2025-12-31 17:24:07,87483.6,87545.3,3.2258064517446456,40-80|6m-5m|30-40,353,95,5,1.0,2025-12-31 17:30:00,87576.5,0.24,EXPIRATION,True,2025-12-31,40-80,6m-5m,30-40,True,17,0.7-0.8,0-10
CALL,0.67,2025-12-31 17:34:49,87576.5,87610.2,32.46187363834679,20-40|11m-10m|10-20,611,85,35,0.7,2025-12-31 17:36:22,,0.029999999999999916,RSI_SIGNAL,,2025-12-31,20-40,11m-10m,10-20,True,17,0.6-0.7,30-40
PUT,0.3,2025-12-31 17:36:22,87576.5,87614.8,78.77030162418771,20-40|9m-8m|60-90,518,75,25,0.49,2025-12-31 17:37:00,,0.19,RSI_SIGNAL,,2025-12-31,20-40,9m-8m,60-90,True,17,0.2-0.3,70-80
CALL,0.51,2025-12-31 17:37:00,87576.5,87563.2,14.265927977783448,10-20|9m-8m|60-90,480,75,25,0.38,2025-12-31 17:39:19,,-0.13,RSI_SIGNAL,,2025-12-31,10-20,9m-8m,60-90,False,17,0.5-0.6,10-20
PUT,0.62,2025-12-31 17:39:19,87576.5,87544.4,79.05759162306191,20-40|6m-5m|30-40,341,75,10,1.0,2025-12-31 17:45:00,87568.1,0.38,EXPIRATION,True,2025-12-31,20-40,6m-5m,30-40,True,17,0.6-0.7,70-80
CALL,0.4,2025-12-31 17:45:22,87574.03,87534.8,1.3605442177642857,20-40|15m-13m|40-60,878,95,5,0.75,2025-12-31 17:53:31,,0.35,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,40-60,True,17,0.3-0.4,0-10
PUT,0.25,2025-12-31 17:53:31,87574.03,87615.9,97.60956175302061,40-80|7m-6m|60-90,389,95,5,0.35,2025-12-31 17:55:35,,0.09999999999999998,RSI_SIGNAL,,2025-12-31,40-80,7m-6m,60-90,True,17,0.2-0.3,90-100
CALL,0.65,2025-12-31 17:55:35,87574.03,87592.0,3.116883116698361,10-20|5m-4m|40-60,265,90,5,0.7,2025-12-31 17:59:02,,0.04999999999999993,RSI_SIGNAL,,2025-12-31,10-20,5m-4m,40-60,True,17,0.6-0.7,0-10
PUT,0.3,2025-12-31 17:59:02,87574.03,87583.5,80.54298642537154,5-10|60s-40s|10-20,58,75,5,0.2,2025-12-31 18:00:00,,-0.09999999999999998,RSI_SIGNAL,,2025-12-31,5-10,60s-40s,10-20,False,17,0.2-0.3,80-90
CALL,0.39,2025-12-31 18:00:47,87575.78,87535.1,1.5706806282624228,40-80|15m-13m|40-60,853,70,5,0.39,2025-12-31 18:01:33,,0.0,RSI_SIGNAL,,2025-12-31,40-80,15m-13m,40-60,False,18,0.3-0.4,0-10
PUT,0.61,2025-12-31 18:01:33,87575.78,87539.3,71.0037174720721,20-40|15m-13m|60-90,807,65,10,0.43,2025-12-31 18:05:24,,-0.18,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,60-90,False,18,0.6-0.7,70-80
CALL,0.57,2025-12-31 18:05:24,87575.78,87594.5,23.725490196075583,10-20|10m-9m|40-60,576,70,30,0.6,2025-12-31 18:06:31,,0.030000000000000027,RSI_SIGNAL,,2025-12-31,10-20,10m-9m,40-60,True,18,0.5-0.6,20-30
PUT,0.4,2025-12-31 18:06:31,87575.78,87591.9,80.76923076882176,10-20|9m-8m|20-30,509,75,30,0.0,2025-12-31 18:15:00,87875.5,-0.4,EXPIRATION,False,2025-12-31,10-20,9m-8m,20-30,False,18,0.3-0.4,80-90
CALL,0.48,2025-12-31 18:16:57,87875.5,87880.4,25.84269662916158,1-5|15m-13m|30-40,783,95,30,0.4,2025-12-31 18:20:43,,-0.07999999999999996,RSI_SIGNAL,,2025-12-31,1-5,15m-13m,30-40,False,18,0.4-0.5,20-30
PUT,0.6,2025-12-31 18:20:43,87875.5,87841.3,83.20802005011805,20-40|10m-9m|60-90,557,75,20,0.46,2025-12-31 18:24:09,,-0.13999999999999996,RSI_SIGNAL,,2025-12-31,20-40,10m-9m,60-90,False,18,0.5-0.6,80-90
CALL,0.54,2025-12-31 18:24:09,87875.5,87878.9,2.74509803936607,1-5|6m-5m|40-60,351,60,5,0.59,2025-12-31 18:24:46,,0.04999999999999993,RSI_SIGNAL,,2025-12-31,1-5,6m-5m,40-60,True,18,0.5-0.6,0-10
PUT,0.41,2025-12-31 18:24:46,87875.5,87889.3,63.26530612244141,10-20|6m-5m|20-30,314,60,5,0.03,2025-12-31 18:29:11,,-0.38,RSI_SIGNAL,,2025-12-31,10-20,6m-5m,20-30,False,18,0.4-0.5,60-70
CALL,0.97,2025-12-31 18:29:11,87875.5,87915.8,4.41767068264619,40-80|60s-40s|20-30,49,70,5,1.0,2025-12-31 18:30:00,87900.1,0.030000000000000027,EXPIRATION,True,2025-12-31,40-80,60s-40s,20-30,True,18,0.9-1.0,0-10
CALL,0.38,2025-12-31 18:31:13,87900.0,87859.7,2.8169014086046644,40-80|15m-13m|40-60,827,80,5,0.37,2025-12-31 18:31:37,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,40-80,15m-13m,40-60,False,18,0.3-0.4,0-10
PUT,0.63,2025-12-31 18:31:37,87900.0,87866.9,90.8045977007034,20-40|15m-13m|20-30,803,80,5,0.74,2025-12-31 18:34:31,,0.10999999999999999,RSI_SIGNAL,,2025-12-31,20-40,15m-13m,20-30,True,18,0.6-0.7,90-100
CALL,0.26,2025-12-31 18:34:31,87900.0,87842.0,4.79041916176952,40-80|11m-10m|10-20,629,95,5,0.24,2025-12-31 18:36:41,,-0.020000000000000018,RSI_SIGNAL,,2025-12-31,40-80,11m-10m,10-20,False,18,0.2-0.3,0-10
PUT,0.76,2025-12-31 18:36:41,87900.0,87845.3,96.491228070033,40-80|9m-8m|20-30,499,95,5,0.94,2025-12-31 18:41:58,,0.17999999999999994,RSI_SIGNAL,,2025-12-31,40-80,9m-8m,20-30,True,18,0.7-0.8,90-100
CALL,0.06,2025-12-31 18:41:58,87900.0,87818.2,2.7027027025414867,80-160|4m-3m|30-40,182,95,5,0.03,2025-12-31 18:42:19,,-0.03,RSI_SIGNAL,,2025-12-31,80-160,4m-3m,30-40,False,18,0.0-0.1,0-10
PUT,0.97,2025-12-31 18:42:19,87900.0,87832.0,97.26027397273518,40-80|3m-2m|30-40,161,95,5,0.96,2025-12-31 18:42:46,,-0.010000000000000009,RSI_SIGNAL,,2025-12-31,40-80,3m-2m,30-40,False,18,0.9-1.0,90-100
CALL,0.04,2025-12-31 18:42:46,87900.0,87817.6,1.3513513514284057,80-160|3m-2m|10-20,134,95,5,0.0,2025-12-31 18:45:00,87828.0,-0.04,EXPIRATION,False,2025-12-31,80-160,3m-2m,10-20,False,18,0.0-0.1,0-10
PUT,0.43,2025-12-31 18:45:27,87828.0,87839.9,96.85039370061418,10-20|15m-13m|40-60,873,95,5,0.53,2025-12-31 18:46:01,,0.10000000000000003,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,40-60,True,18,0.4-0.5,90-100
CALL,0.47,2025-12-31 18:46:01,87828.0,87815.7,2.362204724322382,10-20|15m-13m|20-30,839,95,5,0.01,2025-12-31 18:56:44,,-0.45999999999999996,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,20-30,False,18,0.4-0.5,0-10
PUT,0.25,2025-12-31 19:00:48,87641.3,87727.5,98.99328859064221,80-160|15m-13m|60-90,852,95,5,0.16,2025-12-31 19:03:45,,-0.09,RSI_SIGNAL,,2025-12-31,80-160,15m-13m,60-90,False,19,0.2-0.3,90-100
CALL,0.84,2025-12-31 19:03:45,87641.3,87746.2,4.3750000000648015,80-160|13m-11m|30-40,675,85,20,0.84,2025-12-31 19:04:40,,0.0,RSI_SIGNAL,,2025-12-31,80-160,13m-11m,30-40,False,19,0.8-0.9,0-10
PUT,0.16,2025-12-31 19:04:40,87641.3,87736.1,93.74999999968736,80-160|11m-10m|30-40,620,85,25,0.27,2025-12-31 19:05:22,,0.11000000000000001,RSI_SIGNAL,,2025-12-31,80-160,11m-10m,30-40,True,19,0.1-0.2,90-100
CALL,0.73,2025-12-31 19:05:22,87641.3,87702.6,14.739884393048257,40-80|10m-9m|40-60,578,85,30,0.81,2025-12-31 19:07:18,,0.08000000000000007,RSI_SIGNAL,,2025-12-31,40-80,10m-9m,40-60,True,19,0.7-0.8,10-20
PUT,0.19,2025-12-31 19:07:18,87641.3,87709.2,98.44720496885638,40-80|8m-7m|30-40,462,85,30,0.05,2025-12-31 19:09:45,,-0.14,RSI_SIGNAL,,2025-12-31,40-80,8m-7m,30-40,False,19,0.1-0.2,90-100
CALL,0.95,2025-12-31 19:09:45,87641.3,87751.0,26.433121019099275,80-160|6m-5m|40-60,315,85,30,0.97,2025-12-31 19:11:15,,0.020000000000000018,RSI_SIGNAL,,2025-12-31,80-160,6m-5m,40-60,True,19,0.9-1.0,20-30
PUT,0.03,2025-12-31 19:11:15,87641.3,87784.9,98.78787878785286,80-160|4m-3m|60-90,225,95,30,0.0,2025-12-31 19:15:00,87746.0,-0.03,EXPIRATION,False,2025-12-31,80-160,4m-3m,60-90,False,19,0.0-0.1,90-100
CALL,0.58,2025-12-31 19:16:44,87746.0,87756.1,5.7142857142144265,10-20|15m-13m|10-20,796,95,20,0.5,2025-12-31 19:18:42,,-0.07999999999999996,RSI_SIGNAL,,2025-12-31,10-20,15m-13m,10-20,False,19,0.5-0.6,0-10
PUT,0.5,2025-12-31 19:18:42,87746.0,87747.1,96.96969696967024,1-5|13m-11m|20-30,678,95,10,0.48,2025-12-31 19:19:29,,-0.020000000000000018,RSI_SIGNAL,,2025-12-31,1-5,13m-11m,20-30,False,19,0.4-0.5,90-100
CALL,0.52,2025-12-31 19:19:29,87746.0,87747.0,2.222222222140786,1-5|11m-10m|20-30,631,95,5,0.59,2025-12-31 19:20:11,,0.06999999999999995,RSI_SIGNAL,,2025-12-31,1-5,11m-10m,20-30,True,19,0.5-0.6,0-10
